0.644663159	0.184162358	0.092291767	0.967415671	0.875987125	0.478864792	0.205026604
0.237367182	0.667296388	0.835113406	0.10480143	0.952668681	0.234497006	0.358352763
0.809050663	0.129027059	0.180112199	0.372350506	0.588687841	0.93610489	0.714902633
0.253484751	0.299679309	0.258406858	0.806579505	0.627260708	0.013877917	0.780043282
0.000484811	0.087050573	0.066652184	0.296068004	0.337025328	0.247074321	0.62190042
0.403000152	0.10624965	0.88594355	0.431009293	0.877489167	0.217900196	0.756009669
0.692547545	0.784405132	0.478539003	        	0.576526496	0.260258171	0.039852109
0.768887548	0.155988948	0.750299203	0.662998748	0.490802888	0.444796471	0.812008541
0.817489109	0.421442402	0.343687865	0.829395766	0.378278331	0.357532529	0.002878166
0.879273699	0.545193149	0.60547659	0.306801146	0.438863392	0.349574782	0.769631462
0.957205912	0.403182708	0.713815645	0.997691581	0.356597216	0.175292149	0.573795182
